mid,netflix,amazon_prime,disney_plus,hulu,original_title,homepage,overview,popularity,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,genres_1,genres_2,genres_3,keywords_1,keywords_2,keywords_3
65,1,0,0,0,Madagascar 3: Europe's Most Wanted,,"Alex, Marty, Gloria and Melman are still trying to get back to the Big Apple and their beloved Central Park zoo, but first they need to find the penguins. When they travel to Monte Carlo, they attract the attention of Animal Control after gate crashing a party and are joined by the penguins, King Julian and Co., and the monkeys. How do a lion, zebra, hippo, giraffe, four penguins, two monkeys, three lemurs travel through Europe without attracting attention and get back to New York? They join a traveling circus. Their attempts to get back to New York are consistently hampered by the Captain of Animal Control who wants to make Alex part of her collection. Once they make it back to New York Marty, Alex, Gloria and Melman realize that they want to be part of the traveling circus.",44.989192,United States of America,2012-06-06,746921274,93.0,English,6.4,1808,Animation,Family,,madagascar,3d,
66,1,1,0,0,Die Another Day,http://www.mgm.com/view/movie/232/Die-Another-Day/,"Bond takes on a North Korean leader who undergoes DNA replacement procedures that allow him to assume different identities. American agent, Jinx Johnson assists Bond in his attempt to thwart the villain's plans to exploit a satellite that is powered by solar energy.",54.159392,United Kingdom,2002-11-17,431971116,133.0,English,5.8,1092,Adventure,Action,Thriller,laser,british secret service,secret service agent
67,0,1,0,0,Armageddon,,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.",58.485967,United States of America,1998-07-01,553799566,151.0,English,6.4,2482,Action,Thriller,Science Fiction,saving the world,paris,moon
68,1,0,0,0,Men in Black II,http://www.sonypictures.com/homevideo/meninblackii/,"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.",91.332849,United States of America,2002-07-03,441818803,88.0,English,6.0,3114,Action,Adventure,Comedy,saving the world,secret identity,sun glasses
69,1,1,0,0,Beowulf,http://www.beowulfmovie.com/,"6th-century Scandinavian warrior, Beowulf embarks on a mission to slay the manlike ogre Grendel, a descendant of Cain.",35.601665,United States of America,2007-11-05,195735876,115.0,English,5.5,841,Adventure,Action,Animation,denmark,nordic mythology,lie
70,0,0,0,1,Mission: Impossible - Ghost Protocol,http://www.missionimpossible.com/,"In the 4th installment of the Mission Impossible series, Ethan Hunt (Cruise) and his team are racing against time to track down a dangerous terrorist named Hendricks (Nyqvist), who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",77.77477,Czech Republic,2011-12-07,694713380,133.0,English,6.8,3972,Action,Thriller,Adventure,fight,sequel,mission
71,1,0,0,0,Star Trek,,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",73.616808,Germany,2009-05-06,385680446,127.0,English,7.4,4518,Science Fiction,Action,Adventure,spacecraft,teleportation,space mission
72,0,0,0,1,Spider-Man,http://www.sonypictures.com/movies/spider-man/,"After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers.",82.502566,United States of America,2002-05-01,821708551,121.0,English,6.8,5265,Fantasy,Action,,loss of lover,spider,thanksgiving
73,1,0,0,0,How to Train Your Dragon 2,http://www.howtotrainyourdragon.com/,"The thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five years later. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",100.21391,United States of America,2014-06-12,609123048,102.0,English,7.6,3106,Fantasy,Action,Adventure,father son relationship,wife husband relationship,sacrifice
74,0,0,0,1,Watchmen,https://www.warnerbros.com/watchmen,"In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger.",64.798873,United States of America,2009-03-05,185258983,163.0,English,7.0,2811,Action,Mystery,Science Fiction,dc comics,secret identity,mass murder
75,0,0,0,1,G.I. Joe: Retaliation,http://www.gijoemovie.com,"Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.",59.325589,United States of America,2013-03-26,371876278,110.0,English,5.4,3025,Adventure,Action,Science Fiction,terror,assassin,secret
76,1,1,0,0,Sahara,,"Scouring the ocean depths for treasure-laden shipwrecks is business as usual for a thrill-seeking underwater adventurer and his wisecracking buddy. But when these two cross paths with a beautiful doctor, they find themselves on the ultimate treasure hunt.",21.605568,Germany,2005-04-06,119269486,124.0,English,5.7,434,Action,Adventure,Comedy,tyrant,ironclad ship,
77,1,1,0,0,The World Is Not Enough,http://www.mgm.com/view/movie/231/The-World-Is-Not-Enough/,"Greed, revenge, world dominance and high-tech terrorism – it's all in a day's work for Bond, who's on a mission to a protect beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown, Bond works to defuse the international power struggle that has the world's oil supply hanging in the balance.",39.604363,United Kingdom,1999-11-08,361832400,128.0,English,6.0,862,Adventure,Action,Thriller,british,mission,oil
78,0,0,0,1,Happy Feet Two,http://happyfeettwo.warnerbros.com/index.html,"Mumble the penguin has a problem: his son Erik, who is reluctant to dance, encounters The Mighty Sven, a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces, causing him to brings together the penguin nations and their allies to set things right.",17.7735,Australia,2011-11-17,150406466,100.0,English,5.8,373,Animation,Comedy,Family,penguin,musical,aftercreditsstinger
79,1,0,0,0,The BFG,http://movies.disney.com/the-bfg,"The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, or any of the other giants—rather than the BFG—she would have soon become breakfast. When Sophie hears that the giants are flush-bunking off to England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her!",44.19092,India,2016-06-01,183345589,120.0,English,6.0,1000,Adventure,Family,Fantasy,london england,england,based on novel
80,1,0,0,0,Turbo,http://www.turbomovie.com/,The tale of an ordinary garden snail who dreams of winning the Indy 500.,44.765377,United States of America,2013-07-11,282570682,96.0,English,6.1,1074,Animation,Family,,underdog,car race,dream
81,1,0,0,0,Rango,http://www.rangomovie.com/,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",29.91353,United States of America,2011-03-02,245724603,107.0,English,6.6,2051,Animation,Comedy,Family,sheriff,nevada,pet
82,1,0,0,0,Kung Fu Panda,http://www.kungfupanda.com/,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",84.689648,United States of America,2008-06-04,631744560,90.0,English,6.9,3145,Adventure,Animation,Family,china,martial arts,kung fu
83,0,0,0,1,The Hunger Games: Catching Fire,http://www.thehungergames.movie/,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",76.310119,United States of America,2013-11-15,847423452,146.0,English,7.4,6495,Adventure,Action,Science Fiction,competition,based on novel,mentor
