,mid,original_title,homepage,overview,popularity,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,genres_1,genres_2,genres_3,keywords_1,keywords_2,keywords_3
1212,1212,Hatchet,http://www.hatchetmovie.com/,"When a group of tourists on a New Orleans haunted swamp tour find themselves stranded in the wilderness, their evening of fun and spooks turns into a horrific nightmare.",12.677016,United States of America,2006-04-27,0,83.0,English,5.7,159,Comedy,Horror,,new orleans,alligator,male friendship
1213,1213,Checkmate,,"Six people are thrown together during an elaborate bank heist where any move can alter the outcome. Is it coincidence, or are they merely pawns in a much bigger game.",1.105357,United States of America,2015-07-03,0,102.0,English,4.2,13,Thriller,Action,Crime,,,
1215,1215,Trees Lounge,,"Tommy has lost his job, his love and his life. He lives in a small apartment above the Trees Lounge, a bar which he frequents along with a few other regulars without lives. He gets a job driving an ice cream truck and ends up getting involved with the seventeen-year-old niece of his ex-girlfriend. This gets him into serious trouble with her father.",3.443916,special,1996-10-11,0,95.0,Italiano,6.7,51,Comedy,Drama,,bar,alcoholism,independent film
1216,1216,The Basket,,"Peter Coyote (E.T., Erin Brokovich) and Karen Allen (The Perfect Storm) star in this touching family drama about the unifying power of basketball in a community torn apart by war. Both a riveting sports film and a tale of triumph over adversity, The Basket is ""a hoop dream movie with a whole lot of heart"" (Dallas Morning News)! In 1918, when the wheat-farming townspeople of Waterville, Washington, welcome home their first wounded son from WWI, they'restruck by the harsh reality of war. And just as bigotry and hatred toward two German orphans dividethe close-knit community, a new schoolteacher, Martin (Coyote), rolls into town with some strange ideas and an even stranger leather ball. Through the brand-new game called basketball, Martin strivesto bring harmony to the town...before it tears itself apart!",0.430758,special,2000-05-05,619042,105.0,special,6.5,6,Drama,,,,,
1217,1217,Forget Me Not,,"It's graduation weekend, and Sandy Channing, the popular class president of her small-town high school, should be enjoying the time of her life. But when her friends start disappearing, Sandy discovers they have unwittingly awakened the vengeful spirit of a girl they wronged long ago. Fighting for her sanity, Sandy must unlock a dark secret from her own past before it's too late.",5.065752,United States of America,2009-10-22,0,103.0,Français,5.0,66,Drama,Horror,Romance,independent film,,
1219,1219,C.H.U.D.,,"A rash of bizarre murders in New York City seems to point to a group of grotesquely deformed vagrants living in the sewers. A courageous policeman, a photo journalist and his girlfriend, and a nutty bum, who seems to know a lot about the creatures, band together to try and determine what the creatures are and how to stop them.",4.45544,United States of America,1984-08-31,3412497,88.0,English,5.3,62,Horror,Science Fiction,,monster,mutant,shower
1221,1221,Extreme Movie,,A sketch comedy movie about the joys and embarrassments of teen sex. But mostly the embarrassments.,8.148187,United States of America,2008-12-05,0,88.0,English,3.9,44,Comedy,,,,,
1229,1229,Hellraiser,,"Larry and his wife, Julia move into an old house and discover a hideous creature - the man's half-brother, who is also the woman's former lover - hiding upstairs. Having lost his earthly body to a trio of S&amp;M demons, the Cenobites, Frank, is brought back into existence by a drop of blood on the floor. He soon forces his former mistress to bring him his necessary human sacrifices to complete his body... but the Cenobites won't be happy about this.",22.583834,United Kingdom,1987-09-11,14564027,94.0,English,6.9,449,Horror,,,underworld,seduction,supernatural
1232,1232,An Inconvenient Truth,http://www.climatecrisis.net/,A documentary on Al Gore's campaign to make the issue of global warming a recognized problem worldwide.,14.139004,United States of America,2006-01-24,46243000,100.0,English,6.7,251,Documentary,,,climate change,greenhouse effect,climate
1234,1234,The Skeleton Twins,,"Estranged twins Maggie and Milo coincidentally cheat death on the same day, prompting them to reunite and confront the reasons their lives went so wrong. As the twins' reunion reinvigorates them, they realize the key to fixing their lives may just lie in repairing their relationship.",15.699363,United States of America,2014-01-18,5284309,90.0,English,6.7,292,Drama,,,new york,adultery,confession
1238,1238,Brigham City,,"Wes Clayton is a lawman and a bishop in a Mormon community called Brigham. The town is shaken when a woman from California is found murdered. Clayton and his young deputy work with an FBI agent sent to investigate. As a civil and spiritual leader in the frightened town, Clayton must uncover the town's deepest secrets, find the murderer and keep Brigham from ripping itself apart.",0.280083,United States of America,2001-03-30,852206,119.0,English,7.3,4,Crime,Drama,Mystery,,,
1240,1240,Creative Control,http://creativecontrolmovie.com,"Smooth advertising executive David is in a relationship with yoga teacher Juliette. Then his eye is caught by Sophie, the girlfriend of his best friend Wim, a fashion photographer. Things get completely out of hand during a campaign for augmented reality-glasses, for which David designs an avatar of the coveted Sophie.",1.50211,United States of America,2016-03-11,0,97.0,English,5.4,25,Drama,Science Fiction,,virtual reality,black and white,
1241,1241,Loving Annabelle,http://www.lovingannabelle.com/,"Annabelle is the wise-beyond-her-years newcomer to an exclusive Catholic girls school. Having been expelled from her first two schools she's bound to stir some trouble. Sparks fly though when sexual chemistry appears between her and the Head of her dorm and English teacher, Simone Bradley. Annabelle pursues her relentlessly and until the end the older woman manages to avoid the law.",7.145832,United States of America,2006-03-08,0,76.0,English,6.4,55,Drama,Romance,,bisexuality,australia,twin brother
1243,1243,A Fine Step,,"A Fine Step is an uplifting family drama centering on Cal Masterson (Luke Perry, Beverly Hills 90210) an award winning horseman whose relationship with his beloved horse Fandango allows him to achieve multiple championship wins. However tragedy strikes when Cal and Fandango are involved in a serious accident, ending Cal's horse riding days forever. Cal's devastation is slowly overcome when his new neighbour, 14 year old Claire Mason (Anna Claire Sneed, Glee) takes an interest in Fandango and convinces him that Fandango's competing days might not be over.",0.65434,special,2014-04-16,0,90.0,English,4.1,7,Drama,,,,,
1244,1244,Hard Candy,http://hardcandymovie.com/,"A mature 14-year old girl meets a charming 32-year old photographer on the Internet. Suspecting that he is a pedophile, she goes to his home in an attempt to expose him.",25.918007,United States of America,2005-01-14,7022209,103.0,English,6.8,701,Drama,Thriller,,suicide,rape,age difference
1248,1248,Raising Victor Vargas,http://www.lhp.com.sg/victor/,"The film follows Victor, a Lower East Side teenager, as he deals with his eccentric family, including his strict grandmother, his bratty sister, and a younger brother who completely idolizes him. Along the way he tries to win the affections of Judy, who is very careful and calculating when it comes to how she deals with men.",3.643662,United States of America,2002-05-16,2816116,88.0,English,7.8,13,Drama,Romance,,independent film,,
1252,1252,High Noon,,High Noon is about a recently freed leader of a gang of bandits in the desert who is looking to get revenge on the Sheriff who put him in jail. A legendary western film from the Austrian director Fred Zinnemann.,18.644023,United States of America,1952-03-27,8000000,85.0,English,7.6,334,Western,,,gunslinger,showdown,fistfight
1255,1255,Walter,,A ticket-taker at the local cinema believes he is the son of God. He has agreed to decide the eternal fate of everyone he comes in to contact with.,2.659006,United States of America,2015-03-13,0,87.0,English,5.3,26,Drama,Comedy,,god,woman director,
1258,1258,Love Letters,,"A story of love and obsession. A young radio personality who, after her mother dies, discovers she had been having a love affair for 15 years. Now she finds herself recreating her mother's romance by getting involved with a married man.",0.001586,United States of America,1983-04-01,0,98.0,English,4.6,4,Drama,Thriller,,obsession,radio,nudity
1259,1259,Benji,http://www.benji.com/MeetBenji.htm,A stray dog saves two kidnapped children.,2.651418,United States of America,1974-10-17,0,86.0,English,6.1,35,Adventure,Family,Romance,hostage,affection,rescue
1261,1261,Kiss the Bride,,"In high school, Matt and Ryan were best friends. More than friends, actually. But in the ensuing ten years, they've lost contact. So when Matt receives an invitation to Ryan's wedding he's surprised - especially that Ryan is marrying a woman!",1.65426,United States of America,2007-01-01,0,100.0,English,4.2,11,Drama,Comedy,Romance,gay interest,,
1267,1267,What Happens in Vegas,,"During a wild vacation in Las Vegas, career woman Joy McNally and playboy Jack Fuller come to the sober realization that they have married each other after a night of drunken abandon. They are then compelled, for legal reasons, to live life as a couple for a limited period of time. At stake is a large amount of money.",38.100488,United States of America,2008-05-07,170000000,99.0,English,5.8,923,Comedy,Romance,,casino,hotel,roommate
1269,1269,Tumbleweeds,,"A woman constantly runs from town to town with her 12 year old daughter to escape failed relationships. The film opens with one escape and the shift into a new start in San Diego. There Mom takes up with a controlling trucker and fights with her weirdo boss. Meanwhile, the daughter, used to making the constant shifts, finds a fit at school including getting chosen for a play lead.",1.505703,United States of America,1999-11-28,1281176,102.0,English,6.2,11,Comedy,Drama,,independent film,,
1270,1270,The Prophecy,,"The angel Gabriel comes to Earth to collect a soul which will end the stalemated war in Heaven, and only a former priest and a little girl can stop him.",11.818333,United States of America,1995-09-01,16,98.0,English,6.4,138,Fantasy,Horror,Thriller,angel,archangel gabriel,menschheit
1272,1272,Better Luck Tomorrow,,A group of over-achieving Asian-American high school seniors enjoy a power trip when they dip into extra-curricular criminal activities.,3.877036,United States of America,2002-01-12,0,101.0,English,6.5,27,Crime,Drama,,,,
1274,1274,Ink,,"Invisible forces exert power over us in our sleep. A mercenary named Ink, on a literal nightmare mission, captures the spirit of 8-year-old Emma in the dream world. To save her, the dream-givers marshal all their resources, focusing on saving the soul of Emma's tragically broken father.",5.217002,United States of America,2009-01-23,0,106.0,English,6.4,101,Action,Fantasy,,supernatural,father daughter relationship,incubus
1278,1278,Super Size Me,,"Morgan Spurlock subjects himself to a diet based only on McDonald's fast food three times a day for thirty days without exercising to try to prove why so many Americans are fat or obese. He submits himself to a complete check-up by three doctors, comparing his weight along the way, resulting in a scary conclusion.",10.400603,United States of America,2004-01-17,28575078,100.0,English,6.6,506,Documentary,Comedy,Drama,experiment,health,junk food
1280,1280,Tiger Orange,http://www.tigerorangemovie.com/,"In the small Central California town where they grew up, two estranged gay brothers struggle to reconnect after the recent death of their father.",0.176377,United States of America,2014-07-26,0,75.0,English,6.4,4,Drama,,,gay,lgbt,
1282,1282,Rampage,,"The boredom of small town life is eating Bill Williamson alive. Feeling constrained and claustrophobic in the meaningless drudgery of everyday life and helpless against overwhelming global dissolution, Bill begins a descent into madness. His shockingly violent plan will shake the very foundations of society by painting the streets red with blood.",7.101197,Canada,2009-08-14,0,85.0,English,6.0,131,Action,Drama,Crime,rampage,massacre,killing spree
