,mid,original_title,homepage,overview,popularity,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,genres_1,genres_2,genres_3,keywords_1,keywords_2,keywords_3
123,123,Django Unchained,http://unchainedmovie.com/,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",82.121691,United States of America,2012-12-25,425368238,165.0,English,7.8,10099,Drama,Western,,bounty hunter,hero,plantation
127,127,National Treasure,,"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.",58.849256,United States of America,2004-11-19,347451894,131.0,Latin,6.4,1926,Adventure,Action,Thriller,riddle,treasure,treasure hunt
129,129,The Tourist,http://thetourist-movie.com/,"American tourist Frank (Johnny Depp) meets mysterious British woman Elsie (Angelina Jolie) on the train to Venice. Romance seems to bud, but there's more to her than meets the eye. Remake of the 2005 French film ""Anthony Zimmer"", written and directed by Jérôme Salle.",41.426678,United Kingdom,2010-12-08,278731369,103.0,English,6.0,1699,Action,Thriller,Romance,paris,hotel,false identity
130,130,Cloud Atlas,http://cloudatlas.warnerbros.com/,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.",73.872343,Germany,2012-10-26,130482868,172.0,English,6.6,2977,Drama,Science Fiction,,clone,future,dystopia
131,131,Legend of the Guardians: The Owls of Ga'Hoole,http://legendoftheguardians.warnerbros.com/,"Soren, a young barn owl, is kidnapped by owls of St. Aggie's, ostensibly an orphanage, where owlets are brainwashed into becoming soldiers. He and his new friends escape to the island of Ga'Hoole, to assist its noble, wise owls who fight the army being created by the wicked rulers of St. Aggie's. The film is based on the first three books in the series.",37.321848,Australia,2010-07-10,140073390,97.0,English,6.5,703,Animation,Adventure,Family,owl,,
135,135,Green Zone,http://www.greenzonemovie.com/,"During the U.S.-led occupation of Baghdad in 2003, Chief Warrant Officer Roy Miller and his team of Army inspectors were dispatched to find weapons of mass destruction believed to be stockpiled in the Iraqi desert. Rocketing from one booby-trapped and treacherous site to the next, the men search for deadly chemical agents but stumble instead upon an elaborate cover-up that threatens to invert the purpose of their mission.",30.254021,Spain,2010-03-11,94882889,115.0,English,6.4,717,War,Action,Adventure,weapon of mass destruction,baghdad,iraqi 
137,137,Gangs of New York,http://video.movies.go.com/gangsofnewyork/,"It's 1863. America was born in the streets. Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.",46.160048,United States of America,2002-12-14,193772504,167.0,English,7.1,1910,Drama,History,Crime,fire,irish-american,immigrant
138,138,Surf's Up,http://www.sonypictures.com/homevideo/surfsup/,"Cody is a surfing penguin from Shiverpool who dreams of making it big and being like his idol Big Z. On his journey he discovers his talents are not all he thinks they are and he must learn to accept that their is more to surfing than fame and fortune.  Surf's Up is a 2007 American computer-animated mockumentary film produced by Sony Pictures Animation and distributed by Columbia Pictures and ImageWorks Studios. It stars the voices of Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder among others.",23.230851,United States of America,2007-06-08,149044513,85.0,English,5.9,601,Animation,Comedy,Family,sea,world cup,surfer
139,139,Black Hawk Down,,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",44.455166,United Kingdom,2001-12-28,172989651,144.0,English,7.2,1811,Action,History,War,prisoners of war,wound,somalia
141,141,Sex and the City 2,http://www.sexandthecitymovie.com/,"Carrie, Charlotte, and Miranda are all married now, but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down.",18.325897,United States of America,2010-05-26,288347692,146.0,English,5.4,426,Comedy,Drama,Romance,,,
143,143,The Lovely Bones,http://www.lovelybones.com,"After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.",29.257137,United Kingdom,2009-12-26,93525586,136.0,English,6.6,1065,Fantasy,Drama,,rape,1970s,evidence
145,145,The Lord of the Rings: The Return of the King,http://www.lordoftherings.net,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm.",123.630332,New Zealand,2003-12-01,1118888979,201.0,English,8.1,8064,Adventure,Fantasy,Action,elves,orcs,middle-earth (tolkien)
146,146,The Lord of the Rings: The Two Towers,http://www.lordoftherings.net/,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",106.914973,New Zealand,2002-12-18,926287400,179.0,English,8.0,7487,Adventure,Fantasy,Action,elves,orcs,middle-earth (tolkien)
147,147,Seventh Son,http://www.seventhsonmovie.com/,"John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't?",63.628459,China,2014-12-12,114178613,102.0,English,5.2,957,Adventure,Fantasy,,magic,chosen one,dark fantasy
148,148,Transcendence,,"Two leading computer scientists work toward their goal of Technological Singularity,  as a radical anti-technology organization fights to prevent them from creating a world where computers can transcend the abilities of the human brain.",58.991388,China,2014-04-16,103039258,119.0,English,5.9,2295,Thriller,Science Fiction,Drama,artificial intelligence,technology,nanotechnology
149,149,The Spiderwick Chronicles,,"Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures.",21.436682,United States of America,2008-02-14,162839667,95.0,English,6.3,572,Adventure,Family,Fantasy,brother sister relationship,family relationships,single mother
152,152,Men in Black,http://www.sonypictures.com/homevideo/meninblack/,"Men in Black follows the exploits of agents Kay and Jay, members of a top-secret organization established to monitor and police alien activity on Earth. The two Men in Black find themselves in the middle of the deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies. In order to prevent worlds from colliding, the MiB must track down the terrorist and prevent the destruction of Earth. It's just another typical day for the Men in Black.",104.121555,United States of America,1997-07-02,589390539,98.0,English,6.9,4412,Action,Adventure,Comedy,secret identity,sun glasses,undercover
154,154,What Lies Beneath,,"When Claire Spencer starts hearing ghostly voices and seeing spooky images, she wonders if an otherworldly spirit is trying to contact her. All the while, her husband tries to reassure her by telling her it's all in her head. But as Claire investigates, she discovers that the man she loves might know more than he's letting on.",15.835672,United States of America,2000-07-21,155464351,130.0,English,6.3,488,Drama,Horror,Mystery,secret,haunted house,ouija board
